ADM0_EN,ADM0_FR,ADM0_RW,ADM0_SW,ADM1_EN,ADM1_FR,ADM1_RW,ADM2_EN,ADM3_EN
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Gatsibo,Ngarama
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Gatsibo,Nyagihanga
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Gatsibo,Remera
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Gatsibo,Rugarama
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Gatsibo,Rwimbogo
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Gahini
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Kabare
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Kabarondo
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Mukarange
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Murama
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Murundi
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Mwiri
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Ndego
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Nyamirama
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Rukara
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Ruramira
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kayonza,Rwinkwavu
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Gahara
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Gatore
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Kigarama
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Kigina
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Kirehe
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Mahama
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Mpanga
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Musaza
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Mushikiri
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Nasho
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Nyamugari
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Kirehe,Nyarubuye
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Gashanda
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Jarama
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Karembo
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Kazo
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Kibungo
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Mugesera
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Murama
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Mutenderi
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Remera
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Rukira
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Rukumberi
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Rurenge
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Sake
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Ngoma,Zaza
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Gashora
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Juru
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Kamabuye
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Mareba
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Mayange
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Musenyi
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Mwogo
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Ngeruka
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Ntarama
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Nyamata
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Nyarugenge
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Rilima
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Ruhuha
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Rweru
Rwanda,Rwanda (le),U Rwanda,Rwanda,Eastern Province,Province de l'Est,Iburasirazuba,Bugesera,Shyara
